country_short,website,fax_stg,group,name,twitter,Vice-Chair/0,url,country,image,email,Member/0,Member/1,group_short,score,facebook,tel_stg,party,tel_bxl,id,Substitute/0,Substitute/1,fax_bxl,Substitute/2,Substitute/3,Member/2,Member/3,Substitute/4,Member/4,Chair/0,Member/5,Substitute/5,Vice-Chair/1,Member/6,Member/7,Member/8,Member/9,Member/10,fax_optout,Substitute/6
pt,,+33388179403,Group of the Alliance of Liberals and Democrats for Europe,António MARINHO E PINTO,marinhoepinto,D-BR,http://www.europarl.europa.eu/meps/en/124742/ANTONIO_MARINHO+E+PINTO_home.html,Portugal,http://www.europarl.europa.eu/mepphoto/124742.jpg,antonio.marinhoepinto@europarl.europa.eu,PECH,JURI,aldeadle,0.3,,+33388175403,Independente,+3222845403,124742,EMPL,FEMM,+3222849403,DMER,DLAT,,,,,,,,,,,,,,,
gb,http://martinmep.com,+33388179539,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,David MARTIN,davidmartinmep,,http://www.europarl.europa.eu/meps/en/1403/DAVID_MARTIN_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/1403.jpg,david.martin@europarl.europa.eu,INTA,DROI,sd,0.3,https://www.facebook.com/DavidMartinMEP,+33388175539,Labour Party,+3222845539,1403,AFET,DACP,+3222849539,,,DCAR,DASE,,,,,,,,,,,,,
fr,http://www.dominique-martin.info/,+33388179402,Non-attached Members,Dominique MARTIN,,,http://www.europarl.europa.eu/meps/en/124751/DOMINIQUE_MARTIN_home.html,France,http://www.europarl.europa.eu/mepphoto/124751.jpg,dominique.martin@europarl.europa.eu,EMPL,D-MD,ni,0.44999999999999996,,+33388175402,Front national,+3222845402,124751,IMCO,DANZ,+3222849402,DEPA,,,,,,,,,,,,,,,,
fr,,+33388179472,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Edouard MARTIN,edouardmartinEU,,http://www.europarl.europa.eu/meps/en/124947/EDOUARD_MARTIN_home.html,France,http://www.europarl.europa.eu/mepphoto/124947.jpg,edouard.martin@europarl.europa.eu,ITRE,PETI,sd,0.8,,+33388175472,Parti socialiste,+3222845472,124947,EMPL,DMAS,+3222849472,,,DPLC,DMED,,,,,,,,,,,,,
it,,+33388179745,Group of the European People's Party (Christian Democrats),Fulvio MARTUSCIELLO,fulviomartuscie,,http://www.europarl.europa.eu/meps/en/124828/FULVIO_MARTUSCIELLO_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124828.jpg,fulvio.martusciello@europarl.europa.eu,CONT,ECON,epp,0.6000000000000001,https://www.facebook.com/pages/Fulvio-Martusciello/143269652360593,+33388175745,Forza Italia,+3222845745,124828,ITRE,DCAS,+3222849745,,,TAXE,DMED,,,D-IL,,,,,,,,,,
pl,,+33388179368,Non-attached Members,Michał MARUSIK,,,http://www.europarl.europa.eu/meps/en/124894/MICHAL_MARUSIK_home.html,Poland,http://www.europarl.europa.eu/mepphoto/124894.jpg,michal.marusik@europarl.europa.eu,ECON,TAXE,ni,0.3,,+33388175368,Kongres Nowej Prawicy,+3222845368,124894,BUDG,D-TR,+3222849368,,,DACP,,,,,,,,,,,,,,
cz,,+33388179905,Confederal Group of the European United Left - Nordic Green Left,Jiří MAŠTÁLKA,,D-RU,http://www.europarl.europa.eu/meps/en/23704/JIRI_MASTALKA_home.html,Czech Republic,http://www.europarl.europa.eu/mepphoto/23704.jpg,jiri.mastalka@europarl.europa.eu,IMCO,JURI,guengl,0.55,,+33388175905,Komunistická strana Čech a Moravy,+3222845905,23704,D-MD,DNAT,+3222849905,,,D-ME,DEPA,,,,,,,,,,,,,
it,http://www.barbaramatera.eu/,+33388179236,Group of the European People's Party (Christian Democrats),Barbara MATERA,materabarbara,FEMM,http://www.europarl.europa.eu/meps/en/96813/BARBARA_MATERA_home.html,Italy,http://www.europarl.europa.eu/mepphoto/96813.jpg,barbara.matera@europarl.europa.eu,LIBE,DPLC,epp,0.4,http://www.facebook.com/pages/BARBARA-MATERA/78020429052,+33388175236,Forza Italia,+3222845236,96813,D-US,,+3222849236,,,DMED,,,,,,,,,,,,,,
pt,,+33388179669,Confederal Group of the European United Left - Nordic Green Left,Marisa MATIAS,mmatias_,TAXE,http://www.europarl.europa.eu/meps/en/96820/MARISA_MATIAS_home.html,Portugal,http://www.europarl.europa.eu/mepphoto/96820.jpg,marisa.matias@europarl.europa.eu,ECON,,guengl,0.9,https://www.facebook.com/pages/Marisa-Matias/142396325817735?v=wall,+33388175669,Bloco de Esquerda,+3222845669,96820,ITRE,,+3222849669,,,,,,,DMAS,,,,,,,,,,
es,http://www.gabrielmato.com/,+33388179237,Group of the European People's Party (Christian Democrats),Gabriel MATO,GabrielMatoA,DCAM,http://www.europarl.europa.eu/meps/en/96936/GABRIEL_MATO_home.html,Spain,http://www.europarl.europa.eu/mepphoto/96936.jpg,gabriel.mato@europarl.europa.eu,PECH,DLAT,epp,0.4,https://www.facebook.com/gabriel.mato.7,+33388175237,Partido Popular,+3222845237,96936,INTA,PETI,+3222849237,DCAR,DACP,,,,,,,,,,,,,,,
it,http://www.maullu.it,+33388179219,Group of the European People's Party (Christian Democrats),Stefano MAULLU,,,http://www.europarl.europa.eu/meps/en/133326/STEFANO_MAULLU_home.html,Italy,http://www.europarl.europa.eu/mepphoto/133326.jpg,stefano.maullu@europarl.europa.eu,CULT,D-RU,epp,,,+33388175219,Forza Italia,+3222845219,133326,JURI,DACP,+3222849219,,,,,,,,,,,,,,,,,
es,,+33388179592,Group of the Alliance of Liberals and Democrats for Europe,Fernando MAURA BARANDIARÁN,FMauraB,DMAG,http://www.europarl.europa.eu/meps/en/125039/FERNANDO_MAURA+BARANDIARAN_home.html,Spain,http://www.europarl.europa.eu/mepphoto/125039.jpg,fernando.maurabarandiaran@europarl.europa.eu,CULT,DMED,aldeadle,0.3,,+33388175592,"Unión, Progreso y Democracia",+3222845592,125039,AFET,SEDE,+3222849592,DACP,,,,,,,,,,,,,,,,
fr,,+33388179747,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Emmanuel MAUREL,emmanuelmaurel,,http://www.europarl.europa.eu/meps/en/24505/EMMANUEL_MAUREL_home.html,France,http://www.europarl.europa.eu/mepphoto/24505.jpg,emmanuel.maurel@europarl.europa.eu,INTA,TAXE,sd,0.3,,+33388175747,Parti socialiste,+3222845747,24505,ECON,D-CN,+3222849747,,,D-IN,,,,,,,,,,,,,,
cy,,+33388179648,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Costas MAVRIDES,,,http://www.europarl.europa.eu/meps/en/124691/COSTAS_MAVRIDES_home.html,Cyprus,http://www.europarl.europa.eu/mepphoto/124691.jpg,costas.mavrides@europarl.europa.eu,ECON,D-TR,sd,0.3,,+33388175648,Democratic Party,+3222845648,124691,INTA,D-IL,+3222849648,,,,,,,,,,,,,,,,,
at,,+33388179277,Non-attached Members,Georg MAYER,,,http://www.europarl.europa.eu/meps/en/38511/GEORG_MAYER_home.html,Austria,http://www.europarl.europa.eu/mepphoto/38511.jpg,georg.mayer@europarl.europa.eu,TRAN,DSAS,ni,0.3,,+33388175277,Freiheitliche Partei Österreichs,+3222845277,38511,FEMM,DMER,+3222849277,,,DLAT,,,,,,,,,,,,,,
lt,,+33388179255,Europe of Freedom and Direct Democracy Group,Valentinas MAZURONIS,,,http://www.europarl.europa.eu/meps/en/124768/VALENTINAS_MAZURONIS_home.html,Lithuania,http://www.europarl.europa.eu/mepphoto/124768.jpg,valentinas.mazuronis@europarl.europa.eu,ENVI,D-UA,efd,0.35,,+33388175255,Partija Tvarka ir teisingumas,+3222845255,124768,D-CN,,+3222849255,,,D-US,DEPA,,,,,,,,,,,,,
de,http://www.gesine-meissner.de,+33388179578,Group of the Alliance of Liberals and Democrats for Europe,Gesine MEISSNER,gesine_meissner,,http://www.europarl.europa.eu/meps/en/96870/GESINE_MEISSNER_home.html,Germany,http://www.europarl.europa.eu/mepphoto/96870.jpg,gesine.meissner@europarl.europa.eu,TRAN,D-MX,aldeadle,0.3,http://www.facebook.com/profile.php?id=100000697928980,+33388175578,Freie Demokratische Partei,+3222845578,96870,ENVI,DACP,+3222849578,,,DLAT,,,,,,,,,,,,,,
fr,http://www.jean-luc-melenchon.fr,+33388179659,Confederal Group of the European United Left - Nordic Green Left,Jean-Luc MÉLENCHON,JLMelenchon,,http://www.europarl.europa.eu/meps/en/96742/JEAN-LUC_MELENCHON_home.html,France,http://www.europarl.europa.eu/mepphoto/96742.jpg,jean-luc.melenchon@europarl.europa.eu,AFET,DLAT,guengl,0.15,https://www.facebook.com/#!/JLMelenchon,+33388175659,Front de Gauche,+3222845659,96742,BUDG,DAND,+3222849659,,,,,,,,,,,,,,,,,
fr,,+33388179310,Non-attached Members,Joëlle MÉLIN,JoelleMelinFN,,http://www.europarl.europa.eu/meps/en/124765/JOELLE_MELIN_home.html,France,http://www.europarl.europa.eu/mepphoto/124765.jpg,joelle.melin@europarl.europa.eu,EMPL,DAND,ni,0.3,,+33388175310,Front national,+3222845310,124765,ENVI,D-IN,+3222849310,,,DLAT,,,,,,,,,,,,,,
de,,+33388179183,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Susanne MELIOR,,,http://www.europarl.europa.eu/meps/en/124838/SUSANNE_MELIOR_home.html,Germany,http://www.europarl.europa.eu/mepphoto/124838.jpg,susanne.melior@europarl.europa.eu,ENVI,D-AL,sd,0.3,,+33388175183,Sozialdemokratische Partei Deutschlands,+3222845183,124838,AGRI,DSCA,+3222849183,,,,,,,,,,,,,,,,,
pt,http://www.nunomelo.eu/,+33388179240,Group of the European People's Party (Christian Democrats),Nuno MELO,NunoMeloCDS,,http://www.europarl.europa.eu/meps/en/96978/NUNO_MELO_home.html,Portugal,http://www.europarl.europa.eu/mepphoto/96978.jpg,nuno.melo@europarl.europa.eu,AGRI,DMER,epp,0.4,https://www.facebook.com/pages/Nuno-Melo/204951230547,+33388175240,Partido Popular,+3222845240,96978,ENVI,LIBE,+3222849240,D-CN,,DLAT,,,,,,,,,,,,,,
dk,http://www.danskfolkeparti.eu,+33388179738,European Conservatives and Reformists Group,Morten MESSERSCHMIDT,MrMesserschmidt,,http://www.europarl.europa.eu/meps/en/96663/MORTEN_MESSERSCHMIDT_home.html,Denmark,http://www.europarl.europa.eu/mepphoto/96663.jpg,morten.messerschmidt@europarl.europa.eu,AFCO,TAXE,ecr,0.30000000000000004,https://www.facebook.com/pages/Morten-Messerschmidt/111394892261429,+33388175738,Dansk Folkeparti,+3222845738,96663,ECON,ITRE,+3222849738,D-IL,,,,,,,,,,,,,,,,
hu,,+33388179280,Group of the Greens/European Free Alliance,Tamás MESZERICS,MeszericsT,,http://www.europarl.europa.eu/meps/en/124720/TAMAS_MESZERICS_home.html,Hungary,http://www.europarl.europa.eu/mepphoto/124720.jpg,tamas.meszerics@europarl.europa.eu,AFET,D-RU,greensefa,0.15,,+33388175280,Lehet Más A Politika,+3222845280,124720,EMPL,DSCA,+3222849280,DEPA,,,,,,,,,,,,,,,,
mt,http://robertametsola.eu/,+33388179686,Group of the European People's Party (Christian Democrats),Roberta METSOLA,RobertaMetsola,PETI,http://www.europarl.europa.eu/meps/en/118859/ROBERTA_METSOLA_home.html,Malta,http://www.europarl.europa.eu/mepphoto/118859.jpg,roberta.metsola@europarl.europa.eu,LIBE,D-US,epp,0.55,https://www.facebook.com/roberta.metsola,+33388175686,Partit Nazzjonalista,+3222845686,118859,IMCO,DANZ,+3222849686,,,,,,,,,,,,,,,,,
be,,+33388179532,Group of the Alliance of Liberals and Democrats for Europe,Louis MICHEL,,,http://www.europarl.europa.eu/meps/en/96670/LOUIS_MICHEL_home.html,Belgium,http://www.europarl.europa.eu/mepphoto/96670.jpg,louis.michel@europarl.europa.eu,LIBE,,aldeadle,0.3,https://www.facebook.com/pages/Louis-MICHEL/59334014584,+33388175532,Mouvement Réformateur,+3222845532,96670,DEVE,BUDG,+3222849532,DROI,,,,,,DACP,,,,,,,,,,
de,http://www.martina-michels.de,+33388179834,Confederal Group of the European United Left - Nordic Green Left,Martina MICHELS,,,http://www.europarl.europa.eu/meps/en/120478/MARTINA_MICHELS_home.html,Germany,http://www.europarl.europa.eu/mepphoto/120478.jpg,martina.michels@europarl.europa.eu,REGI,D-IL,guengl,0.15,,+33388175834,DIE LINKE.,+3222845834,120478,CULT,D-TR,+3222849834,,,,,,,,,,,,,,,,,
bg,,+33388179858,Group of the Alliance of Liberals and Democrats for Europe,Iskra MIHAYLOVA,,,http://www.europarl.europa.eu/meps/en/125128/ISKRA_MIHAYLOVA_home.html,Bulgaria,http://www.europarl.europa.eu/mepphoto/125128.jpg,iskra.mihaylova@europarl.europa.eu,D-MK,DSCA,aldeadle,0.3,,+33388175858,Movement for Rights and Freedoms,+3222845858,125128,ENVI,,+3222849858,,,DEPA,,,,REGI,,,,,,,,,,
sk,http://www.mikolasik.sk,+33388179289,Group of the European People's Party (Christian Democrats),Miroslav MIKOLÁŠIK,miromikolasik,DLAT,http://www.europarl.europa.eu/meps/en/28178/MIROSLAV_MIKOLASIK_home.html,Slovakia,http://www.europarl.europa.eu/mepphoto/28178.jpg,miroslav.mikolasik@europarl.europa.eu,ENVI,DROI,epp,0.4,https://www.facebook.com/mikolasik.sk,+33388175289,Kresťanskodemokratické hnutie,+3222845289,28178,REGI,D-RU,+3222849289,,,DCAM,,,,,,,,,,,,,,
es,,+33388179430,Group of the European People's Party (Christian Democrats),Francisco José MILLÁN MON,,,http://www.europarl.europa.eu/meps/en/28400/FRANCISCO+JOSE_MILLAN+MON_home.html,Spain,http://www.europarl.europa.eu/mepphoto/28400.jpg,francisco.millanmon@europarl.europa.eu,AFET,D-US,epp,0.4,https://www.facebook.com/pages/Francisco-Jos%C3%A9-Mill%C3%A1n-Mon/217632334939248?fref=ts,+33388175430,Partido Popular,+3222845430,28400,PECH,D-CN,+3222849430,,,,,,,,,,,,,,,,,
nl,,+33388179724,Group of the Alliance of Liberals and Democrats for Europe,Matthijs van MILTENBURG,MatthijsvMilt,,http://www.europarl.europa.eu/meps/en/125022/MATTHIJS_VAN+MILTENBURG_home.html,Netherlands,http://www.europarl.europa.eu/mepphoto/125022.jpg,matthijs.vanmiltenburg@europarl.europa.eu,REGI,DLAT,aldeadle,0.3,,+33388175724,Democraten 66,+3222845724,125022,TRAN,D-MX,+3222849724,D-BR,DMER,,,,,,,,,,,,,,,
nl,,+33388179129,Confederal Group of the European United Left - Nordic Green Left,Anne-Marie MINEUR,AnneMarieMineur,,http://www.europarl.europa.eu/meps/en/125037/ANNE-MARIE_MINEUR_home.html,Netherlands,http://www.europarl.europa.eu/mepphoto/125037.jpg,anne-marie.mineur@europarl.europa.eu,INTA,DCAR,guengl,0.15,,+33388175129,Socialistische Partij,+3222845129,125037,ENVI,DROI,+3222849129,D-IN,,,,,,,,,,,,,,,,
mt,,+33388179235,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Marlene MIZZI,MarleneMizzi,PETI,http://www.europarl.europa.eu/meps/en/118858/MARLENE_MIZZI_home.html,Malta,http://www.europarl.europa.eu/mepphoto/118858.jpg,marlene.mizzi@europarl.europa.eu,IMCO,DACP,sd,0.7,,+33388175235,Partit Laburista,+3222845235,118858,CULT,D-CN,+3222849235,,,,,,,,,,,,,,,,,
at,,+33388179851,Group of the Alliance of Liberals and Democrats for Europe,Angelika MLINAR,AngelikaMlinar,,http://www.europarl.europa.eu/meps/en/125026/ANGELIKA_MLINAR_home.html,Austria,http://www.europarl.europa.eu/mepphoto/125026.jpg,angelika.mlinar@europarl.europa.eu,ITRE,FEMM,aldeadle,0.8,,+33388175851,NEOS – Das Neue Österreich,+3222845851,125026,LIBE,DEEA,+3222849851,,,DMAS,D-CN,,,,,,,,,,,,,
it,,+33388179171,Europe of Freedom and Direct Democracy Group,Giulia MOI,,,http://www.europarl.europa.eu/meps/en/124859/GIULIA_MOI_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124859.jpg,giulia.moi@europarl.europa.eu,AGRI,D-US,efd,0.5,,+33388175171,Movimento 5 Stelle,+3222845171,124859,ENVI,IMCO,+3222849171,TRAN,D-MX,D-IN,,DACP,,,,DLAT,,,,,,,,
ro,,+33388179705,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sorin MOISĂ,,,http://www.europarl.europa.eu/meps/en/124789/SORIN_MOISA_home.html,Romania,http://www.europarl.europa.eu/mepphoto/124789.jpg,sorin.moisa@europarl.europa.eu,INTA,DASE,sd,0.5,,+33388175705,Partidul Social Democrat,+3222845705,124789,ITRE,DARP,+3222849705,,,,,,,,,,,,,,,,,
hu,,+33388179571,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Csaba MOLNÁR,,,http://www.europarl.europa.eu/meps/en/124722/CSABA_MOLNAR_home.html,Hungary,http://www.europarl.europa.eu/mepphoto/124722.jpg,csaba.molnar@europarl.europa.eu,ITRE,DASE,sd,0.8,,+33388175571,Demokratikus Koalíció,+3222845571,124722,REGI,D-US,+3222849571,,,,,,,,,,,,,,,,,
fr,,+33388179220,Non-attached Members,Bernard MONOT,bernard_monot,,http://www.europarl.europa.eu/meps/en/124761/BERNARD_MONOT_home.html,France,http://www.europarl.europa.eu/mepphoto/124761.jpg,bernard.monot@europarl.europa.eu,ECON,TAXE,ni,0.3,,+33388175220,Front national,+3222845220,124761,BUDG,DKOR,+3222849220,,,DASE,,,,,,,,,,,,,,
pt,http://www.claudiaaguiar2014.eu/,+33388179458,Group of the European People's Party (Christian Democrats),Cláudia MONTEIRO DE AGUIAR,cmonteiroaguiar,,http://www.europarl.europa.eu/meps/en/124734/CLAUDIA_MONTEIRO+DE+AGUIAR_home.html,Portugal,http://www.europarl.europa.eu/mepphoto/124734.jpg,claudia.monteirodeaguiar@europarl.europa.eu,TRAN,D-TR,epp,0.4,https://www.facebook.com/claudiamonteirodeaguiar,+33388175458,Partido Social Democrata,+3222845458,124734,PECH,D-BR,+3222849458,DMER,DLAT,,,,,,,,,,,,,,,
fr,http://bildemonteleurope.blogspot.fr/,+33388179126,Non-attached Members,Sophie MONTEL,,,http://www.europarl.europa.eu/meps/en/124769/SOPHIE_MONTEL_home.html,France,http://www.europarl.europa.eu/mepphoto/124769.jpg,sophie.montel@europarl.europa.eu,BUDG,DEEA,ni,0.3,,+33388175126,Front national,+3222845126,124769,REGI,DACP,+3222849126,,,,,,,,,,,,,,,,,
gb,,+33388179308,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Clare MOODY,ClareMMoody,,http://www.europarl.europa.eu/meps/en/124944/CLARE_MOODY_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/124944.jpg,clare.moody@europarl.europa.eu,BUDG,DSCA,sd,0.5,,+33388175308,Labour Party,+3222845308,124944,ITRE,FEMM,+3222849308,D-RU,,DEPA,,,,,,,,,,,,,,
gb,http://www.claudemoraes.net,+33388179553,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Claude MORAES,ClaudeMoraesMEP,,http://www.europarl.europa.eu/meps/en/4519/CLAUDE_MORAES_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/4519.jpg,claude.moraes@europarl.europa.eu,DSAS,,sd,0.3,http://www.facebook.com/claudemoraesmep,+33388175553,Labour Party,+3222845553,4519,BUDG,D-US,+3222849553,,,,,,,LIBE,,,,,,,,,,
fr,http://www.nadinemorano.fr/,+33388179446,Group of the European People's Party (Christian Democrats),Nadine MORANO,nadine__morano,,http://www.europarl.europa.eu/meps/en/72779/NADINE_MORANO_home.html,France,http://www.europarl.europa.eu/mepphoto/72779.jpg,nadine.morano@europarl.europa.eu,ITRE,DPAP,epp,0.9,https://www.facebook.com/Nadine.Morano,+33388175446,Union pour un Mouvement Populaire,+3222845446,72779,LIBE,D-CN,+3222849446,DACP,,,,,,,,,,,,,,,,
it,,+33388179645,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Luigi MORGANO,,,http://www.europarl.europa.eu/meps/en/124788/LUIGI_MORGANO_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124788.jpg,luigi.morgano@europarl.europa.eu,CULT,DANZ,sd,0.3,,+33388175645,Partito Democratico,+3222845645,124788,LIBE,D-ZA,+3222849645,,,,,,,,,,,,,,,,,
fr,http://elisabeth-morinchartier.eu/,+33388179630,Group of the European People's Party (Christian Democrats),Elisabeth MORIN-CHARTIER,emorinchartier,,http://www.europarl.europa.eu/meps/en/38596/ELISABETH_MORIN-CHARTIER_home.html,France,http://www.europarl.europa.eu/mepphoto/38596.jpg,elisabeth.morinchartier@europarl.europa.eu,EMPL,D-IN,epp,0.4,https://www.facebook.com/pages/Elisabeth-Morin-Chartier/215042440427,+33388175630,Union pour un Mouvement Populaire,+3222845630,38596,CULT,D-US,+3222849630,,,,,,,,,,,,,,,,,
hu,http://www.morvaikrisztina.hu,+33388179786,Non-attached Members,Krisztina MORVAI,,,http://www.europarl.europa.eu/meps/en/96661/KRISZTINA_MORVAI_home.html,Hungary,http://www.europarl.europa.eu/mepphoto/96661.jpg,krisztina.morvai@europarl.europa.eu,FEMM,DKOR,ni,0.3,http://www.facebook.com/pages/Morvai-Krisztina/282077899700?sk=wall,+33388175786,Jobbik Magyarországért Mozgalom,+3222845786,96661,EMPL,DACP,+3222849786,,,,,,,,,,,,,,,,,
it,http://www.alessiamosca.it/,+33388179746,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Alessia Maria MOSCA,alessiamosca,DARP,http://www.europarl.europa.eu/meps/en/124868/ALESSIA+MARIA_MOSCA_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124868.jpg,alessia.mosca@europarl.europa.eu,INTA,,sd,0.3,,+33388175746,Partito Democratico,+3222845746,124868,ECON,D-US,+3222849746,,,,,,,,,,,,,,,,,
de,http://www.mueller-ulrike.de/,+33388179843,Group of the Alliance of Liberals and Democrats for Europe,Ulrike MÜLLER,UliMuellerMdEP,,http://www.europarl.europa.eu/meps/en/124862/ULRIKE_MULLER_home.html,Germany,http://www.europarl.europa.eu/mepphoto/124862.jpg,ulrike.mueller@europarl.europa.eu,AGRI,DSAS,aldeadle,0.3,,+33388175843,Freie Wähler,+3222845843,124862,ENVI,D-CA,+3222849843,DCAS,,,,,,,,,,,,,,,,
ro,http://www.siegfriedmuresan.eu/,+33388179154,Group of the European People's Party (Christian Democrats),Siegfried MUREȘAN,SMuresan,BUDG,http://www.europarl.europa.eu/meps/en/124802/SIEGFRIED_MURESAN_home.html,Romania,http://www.europarl.europa.eu/mepphoto/124802.jpg,siegfried.muresan@europarl.europa.eu,D-MD,DEPA,epp,0.4,https://www.facebook.com/SiegfriedMEP,+33388175154,Partidul Mișcarea Populară,+3222845154,124802,ECON,D-IN,+3222849154,,,,,,,,,,,,,,,,,
fr,,+33388179516,Group of the European People's Party (Christian Democrats),Renaud MUSELIER,RenaudMuselier,DACP,http://www.europarl.europa.eu/meps/en/124729/RENAUD_MUSELIER_home.html,France,http://www.europarl.europa.eu/mepphoto/124729.jpg,renaud.muselier@europarl.europa.eu,TRAN,,epp,0.4,,+33388175516,Union pour un Mouvement Populaire,+3222845516,124729,DEVE,,+3222849516,,,,,,,,,,,,,,,,,
it,,+33388179521,Group of the European People's Party (Christian Democrats),Alessandra MUSSOLINI,Ale_Mussolini_,,http://www.europarl.europa.eu/meps/en/28429/ALESSANDRA_MUSSOLINI_home.html,Italy,http://www.europarl.europa.eu/mepphoto/28429.jpg,alessandra.mussolini@europarl.europa.eu,LIBE,DACP,epp,0.4,https://www.facebook.com/pages/Alessandra-Mussolini/112768975401869,+33388175521,Forza Italia,+3222845521,28429,ENVI,FEMM,+3222849521,D-IN,,,,,,,,,,,,,,,,
sk,http://www.nagyjozsef.sk/,+33388179212,Group of the European People's Party (Christian Democrats),József NAGY,,,http://www.europarl.europa.eu/meps/en/124926/JOZSEF_NAGY_home.html,Slovakia,http://www.europarl.europa.eu/mepphoto/124926.jpg,jozsef.nagy@europarl.europa.eu,LIBE,DKOR,epp,0.4,https://www.facebook.com/pages/Nagy-J%C3%B3zsef/128401833854581,+33388175212,MOST - HÍD,+3222845212,124926,ENVI,PETI,+3222849212,D-TR,,,,,,,,,,,,,,,,
es,,+33388179811,Group of the Alliance of Liberals and Democrats for Europe,Javier NART,JavierNart,DACP,http://www.europarl.europa.eu/meps/en/125005/JAVIER_NART_home.html,Spain,http://www.europarl.europa.eu/mepphoto/125005.jpg,javier.nart@europarl.europa.eu,AFET,SEDE,aldeadle,0.3,,+33388175811,Ciudadanos – Partido de la Ciudadanía,+3222845811,125005,DEVE,PETI,+3222849811,DMAS,DASE,,,,,,,,,,,,,,,
ro,,+33388179679,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Victor NEGRESCU,negrescuvictor,,http://www.europarl.europa.eu/meps/en/88882/VICTOR_NEGRESCU_home.html,Romania,http://www.europarl.europa.eu/mepphoto/88882.jpg,victor.negrescu@europarl.europa.eu,BUDG,DACP,sd,0.3,,+33388175679,Partidul Social Democrat,+3222845679,88882,JURI,AFCO,+3222849679,D-CA,,,,,,,,,,,,,,,,
bg,http://www.mnekov.eu,+33388179201,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Momchil NEKOV,momchilnekov,,http://www.europarl.europa.eu/meps/en/125013/MOMCHIL_NEKOV_home.html,Bulgaria,http://www.europarl.europa.eu/mepphoto/125013.jpg,momchil.nekov@europarl.europa.eu,CULT,D-CN,sd,0.3,https://www.facebook.com/momchil.nekov,+33388175201,Bulgarian Socialist Party,+3222845201,125013,AGRI,D-BY,+3222849201,,,,,,,,,,,,,,,,,
de,,+33388179892,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Norbert NEUSER,,,http://www.europarl.europa.eu/meps/en/96844/NORBERT_NEUSER_home.html,Germany,http://www.europarl.europa.eu/mepphoto/96844.jpg,norbert.neuser@europarl.europa.eu,DEVE,DACP,sd,0.3,http://www.facebook.com/profile.php?id=1647505218,+33388175892,Sozialdemokratische Partei Deutschlands,+3222845892,96844,AFET,DPLC,+3222849892,,,,,,,,,,,,,,,,,
ro,http://www.dannica.ro/,+33388179448,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Dan NICA,,CONT,http://www.europarl.europa.eu/meps/en/124784/DAN_NICA_home.html,Romania,http://www.europarl.europa.eu/mepphoto/124784.jpg,dan.nica@europarl.europa.eu,ITRE,D-US,sd,0.8,,+33388175448,Partidul Social Democrat,+3222845448,124784,REGI,D-IL,+3222849448,,,,,,,,,,,,,,,,,
gb,,+33388179933,European Conservatives and Reformists Group,James NICHOLSON,JimNicholsonMEP,,http://www.europarl.europa.eu/meps/en/1318/JAMES_NICHOLSON_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/1318.jpg,james.nicholson@europarl.europa.eu,AGRI,D-MX,ecr,0.1,http://www.facebook.com/jimnicholsonmep,+33388175933,Ulster Unionist Party,+3222845933,1318,ENVI,REGI,+3222849933,DASE,,DLAT,,,,,,,,,,,,,,
ro,,+33388179619,Group of the Alliance of Liberals and Democrats for Europe,Norica NICOLAI,,,http://www.europarl.europa.eu/meps/en/96825/NORICA_NICOLAI_home.html,Romania,http://www.europarl.europa.eu/mepphoto/96825.jpg,norica.nicolai@europarl.europa.eu,PECH,D-MD,aldeadle,0.3,https://www.facebook.com/#!/norica.nicolai,+33388175619,Partidul Naţional Liberal,+3222845619,96825,ECON,D-RU,+3222849619,,,DEPA,,,,,,,,,,,,,,
